LongPos_COB,Prismatic_Coeff,Len_Disp_Ratio,Beam_Draut_Ratio,Length_Beam_Ratio,Froude_Num,Residuary_Resist
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0,0.001602307322544464
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0.0769230769230769,0.0041659990386156065
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0.1538461538461538,0.007370613683704534
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0.23076923076923078,0.012337766383592373
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0.3076923076923077,0.018746995673770226
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0.3846153846153846,0.0290017625380548
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0.46153846153846156,0.041659990386156066
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0.5384615384615384,0.0600865245954174
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0.6153846153846154,0.07979490466271431
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0.6923076923076922,0.11456497356192917
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0.7692307692307692,0.1909950328473001
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0.8461538461538461,0.3220637718314372
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,0.923076923076923,0.5245954174010575
0.54,0.5428571428571421,0.5500000000000006,0.4645669291338584,0.4835164835164834,1,0.7928216631950008
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0,4.8069219676333914e-4
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0.0769230769230769,0.0025636917160711424
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0.1538461538461538,0.00576830636116007
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0.23076923076923078,0.010414997596539017
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0.3076923076923077,0.01682422688671687
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0.3846153846153846,0.02531645569620253
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0.46153846153846156,0.03717352988303157
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0.5384615384615384,0.05255568017945842
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0.6153846153846154,0.07370613683704536
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0.6923076923076922,0.11376381990065695
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0.7692307692307692,0.1919564172408268
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0.8461538461538461,0.337766383592373
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,0.923076923076923,0.5608075628905623
0.54,0.5571428571428565,0.5500000000000006,0.09055118110236221,1,1,0.8298349623457778
0.54,0.4999999999999992,0.5500000000000006,1,0.032967032967032746,0,0.0012818458580355712
0.54,0.4999999999999992,0.5500000000000006,1,0.032967032967032746,0.0769230769230769,0.004486460503124499
