RSO_Weight,RSO_Density,RSO_Visibility,RSO_Name,RSO_MRP,Orbit_Identifier,Orbit_Height,Stealth_Type,RSO_Type,Survivability,Orbit_Estab
0,-1.2165996480304988,-0.08790567029182357,-0.02058971441608673,2.319591915269881,-1.4790646493827646,-1.1316253766337128,-1.52157428306265,-2.258470710328605,3.5338181121845142,-1.286881836059464
-0.9128093344125342,0.4601595369895435,-0.09639264471347242,-1.3511948838398296,2.239762451600137,-1.1396992262769308,-1.1316253766337128,-1.52157428306265,-1.0029136126747857,-0.6620627918763456,-1.286881836059464
1.0984900392089278,2.136918722009586,-1.1596026799825387,-1.0864715444607782,2.1025860546241195,-1.1396992262769308,-1.1316253766337128,-1.52157428306265,-1.0029136126747857,0.8389217922392803,-1.286881836059464
-0.8418222976964824,0.4601595369895435,-1.1104646720987081,-0.8217482050817269,2.1006083490935255,-1.1396992262769308,-1.1316253766337128,-1.52157428306265,-1.0029136126747857,2.2234843549945587,-1.286881836059464
-1.7551888367763464,0.4601595369895435,-0.91563989500314,-0.8217482050817269,2.0931772674216393,-1.1396992262769308,-1.1316253766337128,-1.52157428306265,-1.0029136126747857,-1.001171229932661,-1.286881836059464
0,0.4601595369895435,-0.4649388134679143,-0.5570248657026755,2.092449497894705,-1.4790646493827646,-1.1316253766337128,-1.52157428306265,-2.258470710328605,3.5385062472728497,-1.0443375781099538
-0.013640202675880429,2.136918722009586,0.43483845143735483,-0.2923015263236241,2.090566435038017,-1.1396992262769308,-1.1316253766337128,-1.52157428306265,-1.0029136126747857,-0.6542492333957853,-1.286881836059464
0,0.4601595369895435,-1.1248631163174099,-1.0864715444607782,2.090550117335619,-1.4790646493827646,-1.1316253766337128,-1.52157428306265,-2.258470710328605,4.39565361259031,-1.165609707084709
1.7137110240813753,0.4601595369895435,0.09679244189902114,-0.8217482050817269,2.0894078781677843,-1.1396992262769308,-1.1316253766337128,-1.52157428306265,-1.0029136126747857,-0.6347153371943847,-1.286881836059464
-1.1376016173466974,-1.2165996480304988,0.17452153830238978,-0.027578186944572744,2.0835628771689487,-1.1396992262769308,-1.1316253766337128,-1.52157428306265,-1.0029136126747857,0.531067588105206,-1.286881836059464
0.7435548556286699,-1.2165996480304988,-0.10021146314751495,-0.8217482050817269,2.0824859088107046,-1.1396992262769308,-1.1316253766337128,-1.52157428306265,-1.0029136126747857,-0.23192639752150335,-1.286881836059464
0.6252431277685838,-1.2165996480304988,1.1486414641167728,-0.027578186944572744,2.0809226729210106,-1.1396992262769308,-1.1316253766337128,-1.52157428306265,-1.0029136126747857,-0.5557983965407262,-1.286881836059464
0.9210224474187988,0.4601595369895435,0.23466810815698377,-0.027578186944572744,2.08085740211142,-1.1396992262769308,-1.1316253766337128,-1.52157428306265,-1.0029136126747857,-0.3784306190320082,-1.286881836059464
-0.12012075774995808,-1.2165996480304988,1.8239379191006213,0.23714515243447862,2.0775253272818213,-1.1396992262769308,-1.1316253766337128,-1.52157428306265,-1.0029136126747857,-0.6351060151184127,-1.286881836059464
0,-1.2165996480304988,-0.6874841686139717,0.23714515243447862,2.0765560557594016,-1.4790646493827646,-1.1316253766337128,-1.52157428306265,-2.258470710328605,4.226880749410209,-1.165609707084709
0,-1.2165996480304988,-0.8108094462616752,-0.5570248657026755,2.074924285519637,-1.4790646493827646,-1.1316253766337128,-1.52157428306265,-2.258470710328605,4.764453572872756,-1.165609707084709
